Name,Issue Type,Priority,Rank,Status,Target Sprint,Build Number,Opened Date,Opened Time,Days old,Attachments,Assigned to,Progress Comments,Description,Duplicates?,Bug source,Associated features,Created by,Notification status,If complete,Closed,Notified users?,Status Time Changed,Date Completed,Minutes To Completion
"PINNED: If you are toggled to the PINNED segment in Chats, and you open a chat from a UpNext, Started, or Playlist on the homepage, and use the ellipsis menu to Pin the chat, the chat does not automatically display in Pinned. We have to toggle over to Started,Playlist, or Topics, and return to Pinned before the chat displays there. ",Functional Bug,Critical,7,Complete,,,2020-07-14,7/14/2020 3:52pm,25,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 11:58am,2020-07-21,9845
"PINNING: Remove from the ""Chat successfully pinned/unpinned."" sentence from within chats when a chat is removed from Pinned.",UI Fix,Critical,7,Complete,,,2020-07-14,7/14/2020 3:59pm,25,,,I assume you meant to remove the toast message from the conversation page when a chat is pinned or unpinned in the middle of a conversation. ,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:45am,2020-07-21,9705
"ELLIPSIS MENU for child-objects: Take the Credit, Practice Pitch/Ask, Deliver Pitch/Ask, Motivation w/i Goal, Objective w/i Goal",UI Fix,Critical,13,Complete,,,2020-07-14,7/14/2020 4:32pm,25,Screen Shot 2020-07-14 at 4.45.44 PM.png (https://dl.airtable.com/.attachments/e674ac8914137010e9d99814c9b0da88/0b023eb1/ScreenShot2020-07-14at4.45.44PM.png),,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:57am,2020-07-21,9685
"SLIDER MENU for child-objects: Change ""remove"" to delete and add Edit to the slider ",UI Fix,Critical,14,Complete,,,2020-07-14,7/14/2020 4:51pm,25,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:54am,2020-07-21,9663
"SLIDER MENU for Goal: Add ""Add Motivation"" and ""Add Objective"" to the left side slider menu on the Goal Entry List",New Feature,Critical,14,Complete,,,2020-07-14,7/14/2020 4:54pm,25,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 12:14pm,2020-07-21,9800
SLIDER MENUS in Topics: Change the color of the sliders in Topics from hot pink to vellum,UI Fix,Critical,14,Complete,,,2020-07-15,7/14/2020 5:07pm,24,"Screen Shot 2020-07-14 at 5.07.01 PM.png (https://dl.airtable.com/.attachments/cf81dec942bd123be9f69d612f043c8c/93ae8272/ScreenShot2020-07-14at5.07.01PM.png),Screen Shot 2020-07-14 at 5.07.09 PM.png (https://dl.airtable.com/.attachments/91fb56056b3706c4dc652026245f1d4e/1084efdf/ScreenShot2020-07-14at5.07.09PM.png)",,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:43am,2020-07-21,9636
HOMEPAGE: Extend the width of the Shop Chea Seed tile ,UI Fix,Critical,20,Complete,,,2020-07-15,7/15/2020 10:06am,24,Screen Shot 2020-07-15 at 10.06.01 AM.png (https://dl.airtable.com/.attachments/619282bd2212c8ff8af7a0316d9dbf5f/e3cc28ee/ScreenShot2020-07-15at10.06.01AM.png),,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:40am,2020-07-21,8614
HOMEPAGE: Change View All button at the end of the Inspiration Carousel to look like the View All button that was at the end of Recents,UI Fix,Critical,20,Complete,,,2020-07-15,7/15/2020 10:07am,24,"Screen Shot 2020-07-15 at 10.14.09 AM.png (https://dl.airtable.com/.attachments/8510d0ce24416b739d44d2ce4f74aa92/9d673d67/ScreenShot2020-07-15at10.14.09AM.png),Screen Shot 2020-07-15 at 10.38.10 AM.png (https://dl.airtable.com/.attachments/c1b2156c66eaecbe0dffc34be21e81db/eb95c6ea/ScreenShot2020-07-15at10.38.10AM.png)",,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:40am,2020-07-21,8613
"SLIDER MENU: Add ""Pin Chat"" to the slider menu for Chat cards in Started, Playlist, and Topics",New Feature,Critical,20,Complete,,,2020-07-16,7/15/2020 9:16pm,23,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 12:40pm,2020-07-21,8123
SATISFACTION STATS: Match the user create date used in the Satisfaction settings chat and the default date in the date attribute when a user completes the satisfaction settings chat for for the first time. ,New Feature,Critical,20,Complete,,,2020-07-16,7/15/2020 9:17pm,23,,,,Use defaultToUserCreationDate,,,,,⚠️ Need to notify,1,1,,7/21/2020 12:44pm,2020-07-21,8127
CAREER: Recents: Extend the width of the cards in recents to match the width of the cards in the Entry List,UI Fix,Critical,22,Complete,,,2020-07-17,7/17/2020 10:20am,22,Screen Shot 2020-07-14 at 4.32.02 PM.png (https://dl.airtable.com/.attachments/ff09278056cd3ca58769e8accae5174c/2dcd2f63/ScreenShot2020-07-14at4.32.02PM.png),,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:50am,2020-07-21,5729
"TAP TO CONTINUE: Changes to color, weight of font; changes to text",UI Fix,Critical,23,Complete,,,2020-07-17,7/17/2020 12:20pm,22,"Screen Shot 2020-07-17 at 2.49.07 PM.png (https://dl.airtable.com/.attachments/aacffae836316566fe6e5e8dfb382a2f/3b777199/ScreenShot2020-07-17at2.49.07PM.png),Screen Shot 2020-07-17 at 2.50.05 PM.png (https://dl.airtable.com/.attachments/0f5694002f5f27589226fc513048682a/7bac223e/ScreenShot2020-07-17at2.50.05PM.png),Screen Shot 2020-07-17 at 2.52.54 PM.png (https://dl.airtable.com/.attachments/dee81bff95e52b7ff5bd4f956593e1ea/7ea91956/ScreenShot2020-07-17at2.52.54PM.png)",,,"Change the fade to only fade out. So message appears on the screen, then fades out over 7 seconds.
- rather than fading in and then fading out. 

- Tap Anywhere To Continue
    - Text change, add ”Anywhere”. 
-    background-color: same grey as background;
-    text-align: center;
-    font-weight: bold;
-    color: #FF6F57;
-    font-size: 20px;
-    padding: 0px;
-    position: fixed;
-    bottom: 130px;
-    left: 40px;
-    right: 40px;
-    border-radius: 5px;",,,,,⚠️ Need to notify,1,1,,7/21/2020 9:50am,2020-07-21,5610
COMPLETION CARD: Video type chats end without a completion card ,New Feature,Critical,25,Complete,,,2020-07-17,7/17/2020 4:03pm,22,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 12:44pm,2020-07-21,5561
TOAST MESSAGE: Entry Form: Move toast message to the middle of the screen rather than at the top for all toast messages,UI Fix,Critical,25,Complete,,,2020-07-17,7/17/2020 4:05pm,22,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 9:53am,2020-07-21,5388
"DYNAMIC NEXT/DONE BUTTON: When a user is in a 1 statement video type chat, we propose the button say ""done"" since there are no additional statements after the video. ",New Feature,Critical,25,Complete,,,2020-07-17,7/17/2020 4:17pm,22,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 12:45pm,2020-07-21,5548
"SHARE: Can we populate the subject of an email when a Tile, Guide, or Script is shared?",New Feature,Critical,7,Complete,,,2020-07-08,7/8/2020 11:50am,31,,,"No
",,,,,,⚠️ Need to notify,1,1,,7/22/2020 4:51pm,2020-07-22,20461
HIDING CHATS: Hide a series from within a topic when there are <3 chats,New Feature,Critical,25,Complete,,,2020-07-20,7/20/2020 11:49am,19,,,"7.21.2020 Can we undo this rule? We realize there are too many residual effects to hiding and we are comfortable with 1 chat Series since we are early in Beta 1. 

Yes, undone.",Discussed and implemented on Friday 7.17,,,,,⚠️ Need to notify,1,1,,7/22/2020 2:15pm,2020-07-22,3026
SHARE: The share action is present in the ellipsis menu within a Chat for all chats; we propose removing Share from the ellipsis menu within Chats.,Functional Bug,Critical,9,Complete,,,2020-07-21,7/21/2020 12:00pm,18,,,,,,,,,⚠️ Need to notify,1,1,,7/22/2020 10:55pm,2020-07-23,2094
STATS: Review Ready Settings Chat: We propose only accomplishments that are in the window of time set by the attributes ReviewConfig.reviewStartDate and ReviewConfig.reviewEndDate be included in the formula/graphic on the Stats card.,New Feature,Critical,5,Complete,,,2020-05-13,5/13/2020 3:09pm,87,"IMG_6313.PNG (https://dl.airtable.com/.attachments/ff163df8e1a3106c275286e7d6d1bcd5/0500b3f1/IMG_6313.PNG),IMG_6312.PNG (https://dl.airtable.com/.attachments/1f7e57370eb745ed330544bc32e8ff19/d3f153b5/IMG_6312.PNG),IMG_6311.PNG (https://dl.airtable.com/.attachments/8e23cbb8946cd2ad252fe47ed50e70e6/d8618641/IMG_6311.PNG),IMG_6314.PNG (https://dl.airtable.com/.attachments/d56523448b6dfc6f0eb294e822fdad2e/647af182/IMG_6314.PNG),IMG_6309.PNG (https://dl.airtable.com/.attachments/5b77c3c705396eb25aa9e19e4b50ae51/dd87623c/IMG_6309.PNG),IMG_6310.PNG (https://dl.airtable.com/.attachments/b7384f3d46b41ccc2d5a64e60683eb82/b9f2e385/IMG_6310.PNG)",,"6.9.2020 My Review Ready Stats card is including accomplishments with dates outside of the window I set in the Review Ready settings chat - NJ
- My dates are set for 6/9-12/9, yet accomplishments with a createdDate of 6/3/2020, as well as a 6/3/2020 date in the Accomplishment.dateOccurred attribute are being counted in my review ready stats
- We aren't sure what date is being used for counting Accomplishments

7.14.2020
If she sets a start date earlier than today's date, the weeks until review counter on the STATS card is not including those weeks. 
- A refresh bug happening b/c when I close the app the weeks until review updates correctly. 
- This bug is not happening when the start date is set later than today's date.

7.21.2020 Marked as In Progress because bug is preventing us from tapping through end of settings chat. ",,,,,Nicole Johnson,⚠️ Need to notify,1,1,,7/24/2020 11:35am,2020-07-24,103466
SHARE: Guides and scripts that are not shareable,New Feature,Critical,8,Complete,,,2020-07-13,7/13/2020 2:08pm,26,,,"7.21.2020 For chats marked as DoNotShare, we propose removing the share icon from the guide or script. 

7.13.2020 Mark chats as DoNotShare in the behaviors column of the Conversation table in airtable","We'd like to make some guides and scripts not shareable. 
An example is the Accomplishment Entry Guide. 
- A user wouldn't see the share FAB on the guide or script OR
- a dialog should appear that tells the user ""This guide can't be shared""",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:37am,2020-07-24,15688
"ELLIPSIS MENU: Add ""Share"" to ellipsis menu within chat for Scripts and Guides that are shareable",New Feature,Critical,10,Complete,,,2020-07-14,7/14/2020 4:05pm,25,,,"7.21.2020 Remove ""Share"" from the ellipsis menu within a guide or script. 

Add ""Share"" to the ellipsis menu on the Chat card for guides and scripts not marked as ""DoNotShare"" - not necessary for Beta 1. ",,,,,,⚠️ Need to notify,1,1,,7/24/2020 12:02pm,2020-07-24,14157
ICONS: Icon changes for Takeaway on Homepage and menus in Career,UI Fix,Critical,15,Complete,,,2020-07-16,7/16/2020 3:16pm,23,,,"7.21.2020 The icons in the menus in career didn't update/change. 
- Take the Credit
- Practice Pitch
- Deliver Pitch
- Practice Ask
- Deliver Ask","Lightbulb for takeaway: <ion-icon name=""bulb-outline""></ion-icon>

Checkmark for deliver pitch/ask: <span class=""material-icons"">
check_circle
</span>

Video camera for practice pitch/ask: <span class=""material-icons"">
videocam
</span>

Eye for View Goal: <span class=""material-icons"">
visibility
</span>

Star for take the credit: <span class=""material-icons"">
star_border
</span>

Add motivation: as is, the plus button
Add objective: as is, the plus button
",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:44am,2020-07-24,11308
BUILD YOUR PLAYLIST (previously Choose Your Journey): Playlist is populated with empty chats we have hidden from Topics because they either aren’t entered or written yet,New Feature,Critical,7,Complete,,,2020-07-18,7/18/2020 2:21pm,21,,"Nicole Johnson,Adam Galper,Giselle Galper",,I propose we figure out how to either hide or remove the empty chats from the sequence advisor so we don’t build a playlist for the user that contains empty chats.,,,,,⚠️ Need to notify,1,1,,7/24/2020 12:06pm,2020-07-24,8504
GLOBAL VALUE STYLING: Can we tell the system to allow html styling in the value of globals? See pics.,New Feature,Critical,15,Complete,,,2020-07-20,7/20/2020 10:22am,19,"Screen Shot 2020-07-20 at 10.23.17 AM.png (https://dl.airtable.com/.attachments/0d476323c005e27ce8ede9d564011c28/f02236b0/ScreenShot2020-07-20at10.23.17AM.png),Screen Shot 2020-07-20 at 10.23.24 AM.png (https://dl.airtable.com/.attachments/b7d69f1bd440fde5f04b3fe93a289aa6/e7f0e2ae/ScreenShot2020-07-20at10.23.24AM.png),Screen Shot 2020-07-20 at 10.23.31 AM.png (https://dl.airtable.com/.attachments/d34afd4dadc46f305bb80ed5b7984c7b/6b0395ee/ScreenShot2020-07-20at10.23.31AM.png)",,,,,,,,⚠️ Need to notify,1,1,,7/24/2020 11:45am,2020-07-24,5843
DRAWER: Change the labels of the sections in the drawer; combine evidence and secondary evidence into one section for user,New Feature,Critical,16,Complete,,,2020-07-20,7/20/2020 11:45am,19,Screen Shot 2020-07-20 at 11.48.36 AM.png (https://dl.airtable.com/.attachments/26584cd281b72f7b09be659221c2ab30/0a38b3f2/ScreenShot2020-07-20at11.48.36AM.png),"Giselle Galper,Nicole Johnson",,"On the system side, we propose to keep everything as is. 

For the user: 
We'd like her to see Primary and Secondary evidence in one section of the drawer labeled ""Backup""

We will keep Opinions, Contrary Views, Examples, and Products as is.",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:45am,2020-07-24,5760
"REVIEW READY STATS: The review ready stats card is not populated after I finish the chat. I complete the settings chat, and when I return to the card the ""See your Review Ready Stats here. Tap the pencil to get started"" message remains. ",Functional Bug,Critical,5,Complete,,,2020-07-21,7/21/2020 10:00am,18,,,,"On dev, all of the settings chats get stuck on the last page of the chat and will not tap through to the homepage. ",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:35am,2020-07-24,4414
GUIDES AND SCRIPTS: Add a completion card to the end of Guides and Scripts,New Feature,Critical,25,Complete,,,2020-07-21,7/21/2020 10:38am,18,,,,"Some series end with guides and scripts, and since Guides and Scripts (and videos) end without a completion card, the user is returned to wherever she started.

If Guides and Scripts end in a completion card, then she will be able to continue consuming chats via the completion card rather than being dropped back to wherever it is she started from. ",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:47am,2020-07-24,4388
ENTRY LISTS: Add an info icon to the Title Bar of the Section Lists in Career. The info icon takes the user to the corresponding Entry Guide,New Feature,Critical,11,Complete,,,2020-07-21,7/21/2020 11:33am,18,,,"We need to add the Name of the Guide Chat to the EntrySpec row in airtable

Couldn't put it into the Entry Form page, only in the Entry List and Entry View pages","Adam and Giselle discussed this on 7.20.2020. 

Purpose: Give the user a way to access help/more info when completing entries in Career. 

Proposal: an Info (I in a circle) icon in the Title Bar of the Section List and in the ellipsis menu on the View Entry and Entry Form pages. In the ellipsis menus we will label the icon ""Help""
- The info icon takes the user to corresponding Entry Guide.
- The user will tap the guide to exit. Upon exiting the guide, she will return to the place she started.",,,,,⚠️ Need to notify,1,1,,7/24/2020 4:06pm,2020-07-24,4593
"SHOP FRONTDOOR: Add in all lowercase ""opening in winter 2020""",UI Fix,Critical,25,Complete,,,2020-07-21,7/21/2020 12:19pm,18,Screen Shot 2020-07-22 at 3.08.57 PM.png (https://dl.airtable.com/.attachments/13d5e4eb255057e0770baf98d756705e/c249729f/ScreenShot2020-07-22at3.08.57PM.png),,,"font: Caveat
font-size: not sure
font-color: chea seed hot pink
text-align: center",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:48am,2020-07-24,4288
"GOAL VIEW PAGE: Order the Motivations and Objectives in order (1,2,3,4). Currently the Motivations and Objectives are listed in reverse order (4,3,2,1)",New Feature,Critical,25,Complete,,,2020-07-21,7/21/2020 12:34pm,18,IMG_6357.PNG (https://dl.airtable.com/.attachments/b856f97e9f661629d1018e341bb7a0b9/7182efa8/IMG_6357.PNG),,,,,,,,⚠️ Need to notify,1,1,,7/24/2020 11:58am,2020-07-24,4284
INSPIRATION CAROUSEL TILE: Change the text of the tile that appears on the Inspiration Carousel the first time a user enters into the app,New Feature,Critical,25,Complete,,,2020-07-22,7/22/2020 12:31pm,17,"Screen Shot 2020-07-22 at 12.34.18 PM.png (https://dl.airtable.com/.attachments/8ef22c4c2d04b02df666de87f483d645/c70ec3d5/ScreenShot2020-07-22at12.34.18PM.png),Screen Shot 2020-07-22 at 12.34.26 PM.png (https://dl.airtable.com/.attachments/af06022c98213ab4e510e018a7ca9af6/0b47959e/ScreenShot2020-07-22at12.34.26PM.png),Screen Shot 2020-07-22 at 12.34.34 PM.png (https://dl.airtable.com/.attachments/e59f7c8796377f152de21628bd70616a/312b8a31/ScreenShot2020-07-22at12.34.34PM.png)",,,"For discussion Wednesday: I created a new 1 statement conversation, FirstWelcomeTile. The chat only has 1 statement, FirstWelcomeTile.takeaway. 

I propose for this one tile we decrease the font-size to 25px (from 26px) because then it formats correctly across all device types. 
- check the string in the takeaway statement. ",,,,,⚠️ Need to notify,1,1,,7/24/2020 11:49am,2020-07-24,2837
"UPNEXT When I return to the homepage after selecting and consuming a Chat from UpNext as a new user (all user data cleared), UpNext is emptied and left with only one blank card. ",TestFlight,Critical,4,Complete,,,2020-07-10,7/10/2020 12:27pm,29,IMG_6306.PNG (https://dl.airtable.com/.attachments/1a8a43aab7689ec79bfe548c301db7fc/f4c232d1/IMG_6306.PNG),,"Happens only on iPhone build.
Unable to reproduce on dev. 
Seems to happen whenever a chat is completed and you return to the Home page: [error] - Unhandled Promise rejection: null is not an object (evaluating 'viewRef.destroyed') ; Zone: <root> ; Task: Promise.then ; Value: {}
",,,,,,⚠️ Need to notify,1,1,,7/24/2020 5:31pm,2020-07-25,20463
